reserves_id,year,commodity,reserves_resources,reserves_resources_type,ore,ore_unit,grade,grade_unit,metal_content,metal_content_unit,recovery_rate,comment,main_id,facility_group_id,source_id
RES-d29e0839-2022-1,2022,Gold,Resources,Indicated,755000,Mt,7.14,g/t,173300.0,oz,,,QC-MAIN-d29e0839,,SRC_AbcourtMinesInc_TR_Abcourt_Geant_Dormant_2023
RES-d29e0839-2022-2,2022,Gold,Resources,Inferred,884000,Mt,8.74,g/t,248300.0,oz,,,QC-MAIN-d29e0839,,SRC_AbcourtMinesInc_TR_Abcourt_Geant_Dormant_2023
RES-e7e6a960-2024-1,2024,"Gold, silver",Reserves,Proven,40419,kt,0.52,g/t,680.0,koz,93.23333333333335,,QC-MAIN-e7e6a960,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-e7e6a960-2024-2,2024,"Gold, silver",Reserves,Probable ,87128,kt,2.43,g/t,6818.0,koz,93.23333333333335,,QC-MAIN-e7e6a960,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-e7e6a960-2024-3,2024,"Gold, silver",Resources,Indicated,52873,kt,1.9,g/t,3232.0,koz,,,QC-MAIN-e7e6a960,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-e7e6a960-2024-4,2024,"Gold, silver",Resources,Inferred,144334,kt,2.12,g/t,9857.0,koz,,,QC-MAIN-e7e6a960,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-0ec39ce0-2024-1,2024,Gold,Reserves,Proven,128454,kt,0.81,g/t,3333.0,koz,92.0,,NT-MAIN-0ec39ce0,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-aeafbb59-2024-1,2024,Gold,Reserves,Probable ,666651,kt,0.73,g/t,15718.0,koz,92.0,,ON-MAIN-aeafbb59,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-aeafbb59-2024-2,2024,Gold,Resources,Measured,33923,kt,1.1,g/t,1201.0,koz,,,ON-MAIN-aeafbb59,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-aeafbb59-2024-3,2024,Gold,Resources,Indicated,661068,kt,0.69,g/t,14592.0,koz,,,ON-MAIN-aeafbb59,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-aeafbb59-2024-4,2024,Gold,Resources,Inferred,125335,kt,1.67,g/t,6742.0,koz,,,ON-MAIN-aeafbb59,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-c0660aec-2024-1,2024,"Gold, silver",Reserves,Proven,6318,kt,1.34,g/t,273.0,koz,81.95,,QC-MAIN-c0660aec,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-c0660aec-2024-2,2024,"Gold, silver",Reserves,Probable ,14085,kt,1.44,g/t,654.0,koz,81.95,,QC-MAIN-c0660aec,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-c0660aec-2024-3,2024,"Gold, silver",Resources,Measured,12360,kt,1.86,g/t,739.0,koz,,,QC-MAIN-c0660aec,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-c0660aec-2024-4,2024,"Gold, silver",Resources,Indicated,22270,kt,1.33,g/t,955.0,koz,,,QC-MAIN-c0660aec,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-c0660aec-2024-5,2024,"Gold, silver",Resources,Inferred,16946,kt,1.62,g/t,885.0,koz,,,QC-MAIN-c0660aec,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-e51eda66-2024-1,2024,"Gold, zinc, copper, silver, cadmium",Reserves,Proven,7424,kt,2.98,g/t,712.0,koz,94.6,,QC-MAIN-e51eda66,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-e51eda66-2024-2,2024,"Gold, zinc, copper, silver, cadmium",Reserves,Probable,12574,kt,5.02,g/t,2028.0,koz,94.6,,QC-MAIN-e51eda66,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-e51eda66-2024-3,2024,"Gold, zinc, copper, silver, cadmium",Resources,Indicated,16945,kt,2.79,g/t,1522.0,koz,,,QC-MAIN-e51eda66,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-e51eda66-2024-4,2024,"Gold, zinc, copper, silver, cadmium",Resources,Inferred,8806,kt,4.38,g/t,1240.0,koz,,,QC-MAIN-e51eda66,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-1f126a43-2024-1,2024,"Gold, silver",Reserves,Proven,352,kt,12.65,g/t,143.0,koz,,,ON-MAIN-1f126a43,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-1f126a43-2024-2,2024,"Gold, silver",Reserves,Probable ,6675,kt,9,g/t,1931.0,koz,,,ON-MAIN-1f126a43,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-1f126a43-2024-3,2024,"Gold, silver",Resources,Measured,278,kt,8.46,g/t,76.0,koz,,,ON-MAIN-1f126a43,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-1f126a43-2024-4,2024,"Gold, silver",Resources,Indicated,3144,kt,7.05,g/t,712.0,koz,,,ON-MAIN-1f126a43,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-1f126a43-2024-5,2024,"Gold, silver",Resources,Inferred,5524,kt,7.44,g/t,1322.0,koz,,,ON-MAIN-1f126a43,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-GRP-0a2c0d69-2024-1,2024,Gold,Reserves,Proven,3355,kt,1.86,g/t,200.0,koz,90.7,,,GRP-0a2c0d69,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-GRP-0a2c0d69-2024-2,2024,Gold,Reserves,Probable,11516,kt,3.8,g/t,1408.0,koz,90.7,,,GRP-0a2c0d69,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-GRP-0a2c0d69-2024-3,2024,Gold,Resources,Indicated,9915,kt,4.01,g/t,1277.0,koz,,,,GRP-0a2c0d69,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-GRP-0a2c0d69-2024-4,2024,Gold,Resources,Inferred,3960,kt,4.65,g/t,592.0,koz,,,,GRP-0a2c0d69,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-8b0264c9-2024-1,2024,Gold,Reserves,Proven,1990,kt,6.37,g/t,407.0,koz,96.0,,NU-MAIN-8b0264c9,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-8b0264c9-2024-2,2024,Gold,Reserves,Probable ,17798,kt,5.17,g/t,2958.0,koz,96.0,,NU-MAIN-8b0264c9,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-8b0264c9-2024-3,2024,Gold,Resources,Measured,525,kt,4.53,g/t,76.0,koz,,,NU-MAIN-8b0264c9,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-8b0264c9-2024-4,2024,Gold,Resources,Indicated,13416,kt,3.8,g/t,1638.0,koz,,,NU-MAIN-8b0264c9,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-8b0264c9-2024-5,2024,Gold,Resources,Inferred,11696,kt,5.92,g/t,2225.0,koz,,,NU-MAIN-8b0264c9,,SRC_AgnicoEagleMinesLimited_2024_MRMR
RES-7607a50e-2024-1,2024,Gold,Reserves,Proven & Probable,6232,kt,11.4,g/t,2285.0,koz,,,ON-MAIN-7607a50e,,SRC_AlamosGoldInc_Data_2023
RES-7607a50e-2024-2,2024,Gold,Resources,Measured & Indicated,2113,kt,8.76,g/t,601.0,koz,,,ON-MAIN-7607a50e,,SRC_AlamosGoldInc_Data_2023
RES-7607a50e-2024-3,2024,Gold,Reserves,Proven & Probable,41756,kt,2.26,g/t,3030.0,koz,,,ON-MAIN-7607a50e,,SRC_AlamosGoldInc_Data_2023
RES-7607a50e-2024-4,2024,Gold,Resources,Measured & Indicated,12825,kt,2.87,g/t,1186.0,koz,,,ON-MAIN-7607a50e,,SRC_AlamosGoldInc_Data_2023
RES-GRP-1402249f-2024-1,2024,Iron,Reserves,Proven,1580,Mt,29.1,% Fe,,,,,,GRP-1402249f,SRC_ArcelorMittal_4q24-analyst-model-with-factbook-app
RES-GRP-1402249f-2024-2,2024,Iron,Reserves,Probable,155,Mt,28.8,% Fe,,,,,,GRP-1402249f,SRC_ArcelorMittal_4q24-analyst-model-with-factbook-app
RES-GRP-1402249f-2024-3,2024,Iron,Resources,Measured,1582,Mt,27.1,% Fe,,,,,,GRP-1402249f,SRC_ArcelorMittal_4q24-analyst-model-with-factbook-app
RES-GRP-1402249f-2024-4,2024,Iron,Resources,Indicated,1598,Mt,28.9,% Fe,,,,,,GRP-1402249f,SRC_ArcelorMittal_4q24-analyst-model-with-factbook-app
RES-GRP-1402249f-2024-5,2024,Iron,Resources,Inferred,1642,Mt,27.7,% Fe,,,,,,GRP-1402249f,SRC_ArcelorMittal_4q24-analyst-model-with-factbook-app
RES-5154702a-2023-1,2023,Iron,Reserves,Proven+Probable,663000,Mt,,,,,,Reported by Arcelor Mittal,NU-MAIN-5154702a,,SRC_BaffinlandIronMinesCorporation_4q24-analyst-model-with-factbook-app
RES-5154702a-2023-2,2023,Iron,Resources,Inferred+Indicated+Measured,1004000,Mt,,,,,,Reported by Arcelor Mittal,NU-MAIN-5154702a,,SRC_BaffinlandIronMinesCorporation_4q24-analyst-model-with-factbook-app
RES-6e9be24e-2023-1,2023,Gold,Reserves,Proven,0.29,Mt,3.84,g/t,0.036,Moz,,,ON-MAIN-6e9be24e,,SRC_BarrickGoldCorporation_Reserves_2024
RES-6e9be24e-2023-2,2023,Gold,Reserves,Probable,31,Mt,1.6,g/t,1.6,Moz,,,ON-MAIN-6e9be24e,,SRC_BarrickGoldCorporation_Reserves_2024
RES-6e9be24e-2023-3,2023,Gold,Resources,Measured,3.9,Mt,4.37,g/t,0.55,Moz,,,ON-MAIN-6e9be24e,,SRC_BarrickGoldCorporation_Reserves_2024
RES-6e9be24e-2023-4,2023,Gold,Resources,Indicated,60,Mt,1.49,g/t,2.9,Moz,,,ON-MAIN-6e9be24e,,SRC_BarrickGoldCorporation_Reserves_2024
RES-6e9be24e-2023-5,2023,Gold,Resources,Inferred,8.5,Mt,2.3,g/t,0.62,Moz,,,ON-MAIN-6e9be24e,,SRC_BarrickGoldCorporation_Reserves_2024
RES-6c1d6ee6-2024-1,2024,Diamonds,Reserves,Probable,,Mt,,c/t,,Mct,,,NT-MAIN-6c1d6ee6,,SRC_BurgundyDiamondMines_2024-Annual-Mineral-Resouces-and-Ore-Reserves-
RES-91cf5448-2024-1,2024,Uranium,Reserves,Proven,322,kt,16.68,% U3O8,118.4,Mlbs,98.7,,SK-MAIN-91cf5448,,SRC_CamecoCorporation_Reserves_2024
RES-91cf5448-2024-2,2024,Uranium,Reserves,Probable,229.4,kt,14.73,% U3O8,74.5,Mlbs,98.7,,SK-MAIN-91cf5448,,SRC_CamecoCorporation_Reserves_2024
RES-91cf5448-2024-3,2024,Uranium,Resources,Measured,75.5,kt,4.88,% U3O8,8.1,Mlbs,,,SK-MAIN-91cf5448,,SRC_CamecoCorporation_Reserves_2024
RES-91cf5448-2024-4,2024,Uranium,Resources,Indicated,141.3,kt,4.95,% U3O8,15.4,Mlbs,,,SK-MAIN-91cf5448,,SRC_CamecoCorporation_Reserves_2024
RES-91cf5448-2024-5,2024,Uranium,Resources,Inferred,163.4,kt,5.55,% U3O8,20.0,Mlbs,,,SK-MAIN-91cf5448,,SRC_CamecoCorporation_Reserves_2024
RES-bb89158f-2024-1,2024,Uranium,Reserves,Proven,61.1,kt,0.52,% U3O8,0.7,Mlbs,95.0,,SK-MAIN-bb89158f,GRP-21eee27d,SRC_CamecoCorporation_Reserves_2024
RES-d3c471e8-2024-1,2024,Uranium,Reserves,Proven,1970.3,kt,6.81,% U3O8,295.8,Mlbs,99.2,,SK-MAIN-d3c471e8,GRP-21eee27d,SRC_CamecoCorporation_Reserves_2024
RES-d3c471e8-2024-2,2024,Uranium,Reserves,Probable,520.4,kt,5.56,% U3O8,63.7,Mlbs,99.2,,SK-MAIN-d3c471e8,GRP-21eee27d,SRC_CamecoCorporation_Reserves_2024
RES-d3c471e8-2024-3,2024,Uranium,Resources,Measured,71.8,kt,2.28,% U3O8,3.6,Mlbs,,,SK-MAIN-d3c471e8,GRP-21eee27d,SRC_CamecoCorporation_Reserves_2024
RES-d3c471e8-2024-4,2024,Uranium,Resources,Indicated,60.3,kt,2.31,% U3O8,3.1,Mlbs,,,SK-MAIN-d3c471e8,GRP-21eee27d,SRC_CamecoCorporation_Reserves_2024
RES-d3c471e8-2024-5,2024,Uranium,Resources,Inferred,36.4,kt,2.95,% U3O8,2.4,Mlbs,,,SK-MAIN-d3c471e8,GRP-21eee27d,SRC_CamecoCorporation_Reserves_2024
RES-ed23117f-2024-1,2024,Gold,Reserves,Proven,187961,kt,0.34,g/t,2056.0,oz,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-2,2024,Gold,Reserves,Probable,76551,kt,0.31,g/t,770.0,oz,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-3,2024,Copper,Reserves,Proven,-,kt,0.19,%,808.0,Mlbs,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-4,2024,Copper,Reserves,Probable,-,kt,0.2,%,342.0,Mlbs,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-5,2024,Other metals,Reserves,Proven,187961,kt,,,,,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-6,2024,Other metals,Reserves,Probable,76551,kt,,,,,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-7,2024,Gold,Resources,Measured,91827,kt,0.25,g/t,743.0,koz,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-8,2024,Gold,Resources,Indicated,92144,kt,0.28,g/t,824.0,koz,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-9,2024,Gold,Resources,Inferred,27924,kt,0.44,g/t,395.0,koz,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-10,2024,Other metals,Resources,Measured,91827,kt,,,,,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-11,2024,Other metals,Resources,Indicated,92144,kt,,,,,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-12,2024,Other metals,Resources,Inferred,27924,kt,,,,,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-13,2024,Copper,Resources,Measured,-,kt,0.19,%,384.0,Mlbs,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-14,2024,Copper,Resources,Indicated,-,kt,0.17,%,348.0,Mlbs,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-ed23117f-2024-15,2024,Copper,Resources,Inferred,-,kt,0.12,%,74.0,Mlbs,,,BC-MAIN-ed23117f,,SRC_CenterraGoldInc_Reserves_2024
RES-089f3c60-2023-1,2023,Iron,Resources,Measured,186.7,Mt,30.4,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-2,2023,Calcium oxide,Resources,Measured,186.7,Mt,1.3,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-3,2023,Magnesium oxide,Resources,Measured,186.7,Mt,1.3,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-4,2023,Aluminum oxide,Resources,Measured,186.7,Mt,0.3,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-5,2023,Iron,Resources,Indicated,1065.5,Mt,28.4,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-6,2023,Calcium oxide,Resources,Indicated,1065.5,Mt,1.3,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-7,2023,Magnesium oxide,Resources,Indicated,1065.5,Mt,1.2,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-8,2023,Aluminum oxide,Resources,Indicated,1065.5,Mt,0.5,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-9,2023,Iron,Resources,Inferred,246.3,Mt,28.7,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-10,2023,Calcium oxide,Resources,Inferred,246.3,Mt,1.3,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-11,2023,Magnesium oxide,Resources,Inferred,246.3,Mt,1.2,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-12,2023,Aluminum oxide,Resources,Inferred,246.3,Mt,0.5,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-13,2023,Iron,Reserves,Proven,183.7,Mt,30,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-14,2023,Calcium oxide,Reserves,Proven,183.7,Mt,1.3,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-15,2023,Magnesium oxide,Reserves,Proven,183.7,Mt,1.3,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-16,2023,Aluminum oxide,Reserves,Proven,183.7,Mt,0.3,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-17,2023,Iron,Reserves,Probable,532.5,Mt,28.1,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-18,2023,Calcium oxide,Reserves,Probable,532.5,Mt,2.1,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-19,2023,Magnesium oxide,Reserves,Probable,532.5,Mt,2,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-089f3c60-2023-20,2023,Aluminum oxide,Reserves,Probable,532.5,Mt,0.5,%,,,,,QC-MAIN-089f3c60,,SRC_ChampionIronLtd_TR_Bloom_Lake_2023
RES-f9e41c2a-2024-1,2024,Gold,Reserves,Proven,1360,kt,5.72,g/t,250.0,koz,,,QC-MAIN-f9e41c2a,,SRC_EldoradoGold_Data
RES-f9e41c2a-2024-2,2024,Gold,Reserves,Probable,4617,kt,6.92,g/t,1027.0,koz,,,QC-MAIN-f9e41c2a,,SRC_EldoradoGold_Data
RES-f9e41c2a-2024-3,2024,Gold,Resources,Measured,391266,kt,0.94,g/t,11797.0,koz,,,QC-MAIN-f9e41c2a,,SRC_EldoradoGold_Data
RES-f9e41c2a-2024-4,2024,Gold,Resources,Indicated,277840,kt,1.15,g/t,10242.0,koz,,,QC-MAIN-f9e41c2a,,SRC_EldoradoGold_Data
RES-f9e41c2a-2024-5,2024,Gold,Resources,Inferred,114527,kt,1.84,g/t,6762.0,koz,,,QC-MAIN-f9e41c2a,,SRC_EldoradoGold_Data
RES-7f050560-2024-1,2024,Gold,Reserves,Probable,12.4,Mt,6.87,g/t,2748.0,koz,,,ON-MAIN-7f050560,,SRC_EvolutionMiningLtd_reservesresources
RES-7f050560-2024-2,2024,Gold,Resources,Indicated,32.4,Mt,6.89,g/t,7174.0,koz,,,ON-MAIN-7f050560,,SRC_EvolutionMiningLtd_reservesresources
RES-7f050560-2024-3,2024,Gold,Resources,Inferred,22.7,Mt,6.1,g/t,4456.0,koz,,,ON-MAIN-7f050560,,SRC_EvolutionMiningLtd_reservesresources
RES-c139de6d-2024-1,2024,Copper,Resources,Measured,8.4,Mt,1.71,%,144.0,kt,,,NL-MAIN-c139de6d,,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-2,2024,Gold,Resources,Measured,8.4,Mt,0.5,g/t,124.0,koz,,,NL-MAIN-c139de6d,,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-3,2024,Silver,Resources,Measured,8.4,Mt,3.6,g/t,962.0,koz,,,NL-MAIN-c139de6d,,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-4,2024,Copper,Resources,Indicated,15.3,Mt,1.85,%,284.0,kt,,,NL-MAIN-c139de6d,,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-5,2024,Gold,Resources,Indicated,15.3,Mt,0.3,g/t,148.0,koz,,,NL-MAIN-c139de6d,,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-6,2024,Silver,Resources,Indicated,15.3,Mt,2.4,g/t,1164.0,koz,,,NL-MAIN-c139de6d,,SRC_FireFlyMetalsLtd_AR_2024
RES-c139de6d-2024-7,2024,Copper,Resources,Inferred,6.4,Mt,1.86,%,120.0,kt,,,NL-MAIN-c139de6d,,SRC_FireFlyMetalsLtd_AR_2024
